"site"	"presence"	"nests"	"veg"	"water"	"preds"
79	0	0	83.4342552348971	949.534680231313	3.00276105720522
80	0	0	58.9609366608784	574.399732659372	1.62372873859856
81	1	2	89.8513510124758	205.246983307275	3.07136065239008
82	0	0	21.8289870070294	304.249450575055	5.02139532910782
83	1	1	92.8166173631325	455.733358261677	1.56344563842781
84	0	0	8.56777441222221	395.05298566994	2.61661114519318
85	0	0	27.0572375040501	256.97436804117	1.74151532682377
86	0	0	34.8869357723743	404.063371191866	2.44564486639224
87	0	0	35.9216732438654	227.276595765692	1.36110696413866
88	0	0	19.3023968255147	553.423528457336	1.68582727986092
89	0	0	6.31134121213108	717.20408123194	2.04773431866255
90	0	0	51.8390289042145	584.525782220505	1.6425041091161
91	1	0	87.1448247460648	1447.01114137336	1.53953578892186
92	0	0	94.6627158904448	475.273842818096	3.58476158548698
93	1	0	32.9700926318765	850.503742211443	1.72319312622692
94	1	3	90.6466101529077	233.474077705569	1.49861969010682
95	1	0	55.156044405885	845.32381927958	3.7953122201141
96	0	0	66.42336032819	624.370592549946	1.70376511007103
97	0	0	80.8186416281387	285.163032641237	0.652723061626417
98	1	0	79.2308371979743	931.019214844586	2.08849244267235
99	1	1	69.340132153593	203.452808139929	4.37572382892371
100	1	3	27.019961248152	299.290183515125	1.51547524396461
101	0	0	64.4641107646748	893.853596075575	4.67277389209248
102	1	2	96.3004430290312	705.388098688497	1.80936307344393
103	0	0	10.9721737913787	479.607950998134	3.07138113035714
104	1	1	80.8705176459625	1338.34261106088	1.43429348724488
105	0	0	43.5575076378882	210.72104062337	1.12473825593356
106	0	0	80.4224307416007	387.054244813356	3.0208124139397
107	1	3	86.1718231579289	964.296109555011	0.88707007668231
108	0	0	43.3777566300705	388.077140099486	6.95959130672548
109	0	0	64.027777290903	2121.41941286771	1.95361728225394
110	0	0	92.9922200972214	743.805146112828	1.97217333099551
111	0	0	85.7057239627466	698.069473436069	1.12415465315694
112	0	0	13.6325788451359	507.767785907107	2.47182079707203
113	0	0	73.5122073674574	1230.37292328949	2.44008411064885
114	0	0	80.7355251396075	246.031896883822	1.71720561924817
115	0	0	20.2823341591284	540.390079959312	2.68499289957836
116	0	0	12.0165309403092	555.055902656374	1.62012141972763
117	0	0	24.4347650557756	1798.76833881986	1.34115576332089
118	0	0	71.5740699786693	299.486774564634	4.17722039664861
119	0	0	48.2137436047196	800.394601937147	3.86144238867494
120	0	0	16.6191659169272	443.18755220576	1.17966037661432
121	1	1	72.3934151465073	330.393828331224	1.24564020533729
122	0	0	66.5517513174564	408.981415168582	0.963420740821491
123	0	0	73.8621321273968	272.768080604108	1.38648482760288
124	0	0	55.3356936667114	297.78087358633	1.45528050838513
125	0	0	68.4180735843256	653.30379366846	1.16332795110453
126	1	0	71.7263150494546	569.690488276309	1.71789976829816
127	0	0	91.5133526315913	408.478765853922	2.40355314647462
128	1	1	89.9218148319051	467.353899440203	3.51776417111005
129	0	0	12.5549491494894	900.187230400659	0.990223081380333
130	0	0	72.2228500060737	402.136394383773	2.32114963605918
131	0	0	0.712896347977221	822.292667247143	4.26062070512089
132	0	0	66.9148651417345	2556.85513332117	1.17321524454125
133	0	0	18.3378895046189	104.615136336529	0.720087735333647
134	0	0	43.5660822549835	343.095743366663	2.17843757459397
135	1	1	34.552458114922	584.399021290433	2.89960348281808
136	0	0	60.8046332607046	948.496412690552	4.98148121641552
137	0	0	95.6998015753925	188.30907514672	1.62658776454224
138	0	0	13.4129273472354	305.777400851803	1.83776850103023
139	0	0	34.0626722900197	361.794307874252	1.85193023485177
140	1	0	72.0520925242454	265.54583636307	4.90795062430606
141	0	0	46.3435015175492	731.991731234099	0.822395027375366
142	0	0	91.7803243501112	525.430211486934	2.86358604802359
143	0	0	22.768184565939	560.162235315156	0.694730053331613
144	0	0	96.026377286762	165.847723287212	2.89102470461594
145	0	0	20.562517317012	562.309519240408	2.62611240215474
146	0	0	67.965670931153	823.202267214604	1.05305634981651
147	0	0	1.02513351012021	313.912077369638	2.85788108255769
148	1	2	33.6222670273855	378.055891290772	1.5722518225873
149	1	0	29.6209254767746	448.072643879334	2.17108593291962
150	0	0	73.6967573175207	280.88591884257	1.44151818861878
151	0	0	84.0709920972586	463.115086407076	1.837213642782
152	0	0	87.8321032272652	812.752158424349	1.55379947887392
153	1	1	29.2801761766896	529.789389845168	0.933257072731161
154	1	5	85.428882506676	615.761248693431	0.49402501520253
155	1	1	93.4433517744765	1013.17949202349	1.56011372762585
156	0	0	40.4076343867928	327.891657968411	1.14120931463171
157	0	0	22.8487140266225	832.682594183466	1.53995086035292
158	0	0	1.20600089430809	612.564203349898	2.54231641930051
159	0	0	25.2245927229524	354.200870732586	4.40378626956395
160	0	0	83.7127631995827	216.324068453884	1.01131567610805
161	0	0	13.1166696082801	518.546296881491	1.35479590459942
162	0	0	34.1315874829888	450.531963824379	1.11485037576271
163	0	0	92.9224953521043	468.769150433076	3.42444125676195
164	0	0	25.1675713574514	628.190836819279	0.647717907207099
165	1	0	58.1314181210473	278.681858880632	2.70484319473769
166	0	0	90.6399176223204	986.573041418703	3.31874304801811
167	0	0	14.4289992749691	787.150853980392	0.597848456003265
168	0	0	13.8889008900151	494.80020613409	1.26481689136659
169	0	0	49.9611096689478	927.596715235373	3.04221853284534
170	0	0	53.1511781737208	410.434020796501	2.87200294863216
171	0	0	49.0247961133718	285.940345747598	3.15595324219379
172	0	0	54.9278634367511	305.488246732815	3.07843474823486
173	0	0	90.3913240646943	637.360341621545	2.30477834511955
174	0	0	76.0551190935075	443.337462762631	3.58453456191354
175	0	0	16.0581908887252	881.531983202501	1.07083271029047
176	0	0	64.3321168376133	702.69771184245	2.07580085022604
177	0	0	14.7184974979609	668.197501031462	2.98367694869629
178	0	0	10.1429558126256	505.439868038176	1.59268315067716
179	1	1	84.3426031293347	1034.18611269652	1.18118107861778
180	0	0	40.9911778289825	262.255053388306	1.11021791369062
181	0	0	73.445420153439	458.49467671874	2.38316850452722
182	0	0	89.1992745455354	659.446700466887	2.9871771401168
183	1	1	18.2780134724453	778.500614481938	2.35135128851217
184	0	0	90.5860065249726	1384.96322295246	3.70526023529288
185	0	0	95.6925099249929	278.970704653218	1.84797303685569
186	0	0	74.1184342186898	882.792254456926	2.69586050297798
187	0	0	53.5947650671005	483.863655862992	2.22366844160041
188	1	3	95.3502918360755	587.214917968861	1.19378328152401
189	0	0	33.5207323776558	543.594400154615	2.49072171776157
190	0	0	23.0545999482274	194.054070690462	2.43942838479816
191	0	0	14.6243574796245	270.103733747488	4.35369675014435
192	1	1	88.1705968873575	794.139014151664	1.80246810211078
193	0	0	3.30945572350174	414.582261905623	2.5492156854191
194	1	1	58.2029869081452	269.879731542842	2.69560028900482
195	0	0	6.7280605668202	198.907293671689	2.78243181454968
196	0	0	91.0750541603193	940.306611001629	2.60699847045107
197	0	0	20.5530148698017	271.716483802081	1.04555012079985
198	0	0	0.459119118750095	1024.33293054811	5.57638016729676
199	0	0	58.5785198258236	622.081741639148	1.4620342781397
200	0	0	20.1554496306926	629.952300718255	2.24415344283961
201	0	0	75.5036808783188	999.710991042886	1.31993614820048
202	1	0	3.77820404246449	789.827447387177	1.67968663085988
203	0	0	39.9465503171086	1099.96080423764	1.82170350914216
204	1	0	18.0365070234984	1046.40446656485	2.09467995992566
205	0	0	85.1377075305209	109.694760731684	1.38187015012483
206	1	1	89.3396298168227	184.568387548205	1.01857035741136
207	0	0	59.3675936106592	549.796517754014	3.4690399168291
208	0	0	46.7953595099971	254.835235407174	1.08152168384318
209	0	0	9.22151082195342	646.954551261227	4.99990329762367
210	0	0	63.5233893990517	657.26891788416	2.84734191951085
211	0	0	46.9556405441836	233.595595422614	3.95630426868467
212	0	0	92.6537750288844	524.634751574319	1.97233578332207
213	0	0	10.3571992134675	468.083638594529	1.66204120077986
214	0	0	84.1762406285852	644.68804026507	1.18268764992634
215	1	3	93.3280165307224	376.105636166844	1.83083587684478
216	0	0	92.0870929257944	988.738181336333	3.48280617991067
217	0	0	63.167139631696	526.068968207373	1.41554818709722
218	1	0	20.3196921851486	434.187971913141	1.61244376768291
219	0	0	88.9561646617949	1347.06139316587	2.0748949449662
220	1	1	66.1060130922124	362.997608971098	2.33008028518259
221	0	0	11.5432209335268	91.5389884675075	3.99558584703053
222	1	1	32.8538378002122	174.667874013246	0.616020627101518
223	0	0	33.2653648452833	943.367249398213	3.92576586204128
224	1	1	52.1518605994061	380.03516517849	2.7983646940049
225	0	0	37.747786170803	1029.05245072383	1.86168313846989
226	0	0	21.1778852390125	289.266740833228	2.5088134519681
227	0	0	2.84326032269746	678.188715763979	1.00957070571344
228	0	0	56.2157104723155	581.671852372543	1.27022211590538
229	0	0	44.4512409856543	329.540561219491	1.74400058249479
230	0	0	2.16522365808487	463.452413692896	2.78597039778349
231	1	2	87.7308021299541	437.262988640665	1.77004581731447
232	0	0	3.55224481318146	1110.31060488389	4.83968197582732
233	1	0	6.73734720330685	337.31229349908	1.73255568870461
234	0	0	99.5804883306846	1393.16936260941	1.47452266547631
235	1	0	48.1380372541025	1121.02829802845	2.8724419061849
236	0	0	96.4034528937191	1194.83647105042	1.89272267765699
237	0	0	41.2761291954666	240.668789882284	0.673670501597448
238	0	0	2.01701771002263	301.561246914151	3.86602847639258
239	0	0	36.567780864425	331.452366181447	0.967090476013154
240	1	1	54.8098894301802	104.726025195769	6.34111536799148
241	0	0	26.0872388491407	545.587911312268	2.29083202368084
242	0	0	29.6993752010167	562.301669448686	2.05607769090004
243	0	0	19.3834353936836	573.825992458667	2.17209545022203
244	0	0	88.2229341892526	1221.31681486998	1.49454944632383
245	1	0	33.4039513720199	428.270598932449	3.80208950351788
246	0	0	27.4876033421606	622.072436318203	3.54784081463943
247	0	0	8.23580850847065	807.339355850773	2.99500329491999
248	0	0	3.77775239758193	516.511874756526	1.49620368777055
249	0	0	59.9053156096488	1209.43492414221	10.0552756801052
250	0	0	61.1345055745915	739.063974858276	2.30723615619888
251	0	0	48.204722488299	1343.72733658063	2.82831990217875
252	0	0	94.9684329098091	735.525708697118	4.2453592206757
253	0	0	8.39387881569564	521.178710447739	0.896549691702753
254	1	5	76.875777519308	458.093464749844	2.2757053494056
255	0	0	47.7270461153239	930.265179099029	3.40723356485051
256	1	2	63.2136733969674	105.072661805078	1.98942680592076
257	0	0	4.16254715528339	225.142527933734	1.40144654392249
258	0	0	14.6843975875527	540.396194624977	1.33932773019285
259	0	0	44.7300978004932	232.564157136368	3.52171963500259
260	0	0	52.6280280435458	423.631186385591	0.86441795411045
261	0	0	77.6753314537928	333.992916308845	1.00275297779864
262	1	1	50.2804529387504	742.905644846886	1.2765181753703
263	0	0	47.8746310342103	1306.77068829022	1.56696100935905
264	0	0	28.9647494675592	597.320038693595	2.31497778834838
265	0	0	23.660919838585	664.478570656326	1.82482819944138
266	0	0	21.630652830936	1378.38029984592	1.26126896333916
267	0	0	8.84707404766232	420.277466940818	1.89204941042981
268	0	0	66.8570937821642	281.315107873759	3.88903090919903
269	0	0	15.4862373135984	163.746094122825	2.01240299419597
270	1	0	41.898253839463	215.709401375096	1.51066935175698
271	0	0	94.087928161025	353.992834817039	2.12659093878334
272	0	0	47.193315718323	576.098357888521	1.55057413844041
273	0	0	15.6216323608533	680.708817820538	2.36215741915781
274	0	0	29.9084317637607	601.528716596709	2.08613840699192
275	1	0	46.0730895632878	341.432674291327	2.04766560937725
276	0	0	82.8994959127158	198.429632059951	2.32637757175536
277	0	0	14.9344494799152	395.133635985568	1.94570084776627
278	1	6	95.1298295985907	74.4375906152915	2.16373581590593
279	0	0	82.5890285195783	1047.76451607763	4.3464229753165
280	1	2	41.0588952712715	1071.09962084619	0.972069685358548
281	0	0	24.6862725820392	135.761620008429	5.29260949683755
282	1	3	88.277207990177	258.195905008255	4.75833118828345
283	0	0	2.76904806960374	395.331524617495	2.2201163997475
284	0	0	44.7751935804263	202.917024214325	2.118605440513
285	1	3	82.5174819910899	497.738021318275	3.04934886752562
286	1	1	73.9885684335604	545.734828337557	1.59418641224612
287	1	3	73.7199483672157	424.77037317663	2.39463467850117
288	1	1	57.0629708003253	143.758385000954	3.31990421913154
289	0	0	37.4355814885348	436.567324711535	2.5700139971079
290	0	0	28.5328074125573	177.414702639861	1.89186458552309
291	0	0	27.2385265910998	366.028473785542	1.42329735763451
292	0	0	89.4454421009868	1136.71184636731	2.20409952736962
293	0	0	10.3083595167845	409.830714905044	1.75116852647924
294	0	0	49.0573652321473	1132.16514352169	1.81611414025323
295	0	0	84.631410241127	329.636729055846	1.42536843428297
296	0	0	94.6286560734734	1590.83502666573	2.08751231461153
297	0	0	68.1310088373721	214.693853195863	3.96711958772862
298	0	0	53.2872852636501	391.857955723916	1.3386679961873
299	0	0	53.1852406682447	259.57372076333	1.83051362234187
300	0	0	70.2244490850717	1842.03888556645	2.28531283088119
